activity_ts,organization_id,district_id,school_id,user_id_to,user_id_from,distribution_id,distribution_id_from,activity_type_id,activity_ref_key,activity_detail_idx,activity_sub_type_id,activity_status_id,vendor_id,transaction_key,vendor_order_key,vendor_purchase_order_number,description,amount,total_amount,shipping,fees,tax,discount,vendor_cogs_discount,updated,updated_date,authorizenet_transid,invoiceAchDataId,distributionVendorName,created_date,submitted_date,completed_date,modified_date,prepaidStatus,original_amount,is_autoprocessed,req_transaction_token
2024-12-09 18:50:45,456,711,12105,12105,12105,12105,15637,3,068503a7-c013-4ef8-9b7b-b11a55d6a27f,5,15637,3,9888,NZUBZ4RE5ARJ5JGA,8A0XIDNQ-GQ7T-GHBN-BI67-S197NKSDAMEP,19WME4MH0F,"Concederetur, etiamsi ad corpus nihil referatur, ista sua sponte et. Iudicatum. Plerique autem, quod tenere. Explicabo brevi. Nullus in ipsis error est finibus bonorum et. Mihi illud dixeris: 'Haec enim ipsa mihi sunt voluptati, et erant illa Torquatis.' Numquam hoc.",52.65,52.65,5.27,2.63,4.21,2.63,2.63,0,2024-12-17 02:58:43,2311684,YXK5756zg,"Cleantech Solutions International, Inc.",2024-12-17 02:58:43,2024-12-24 11:06:41,2024-12-31 19:14:39,2025-01-08 03:22:37,Suspended,52.65,0,i1Yd199pQXy3Cb744Ue8GmU9IuuFmHAP
2024-12-11 08:35:21,456,30,7930,7930,7930,7930,16054,1,70da743d-015a-4665-8857-75ce54627aa6,8,16054,12,19087,LV12ZN89ZQUQRUJR,T0BX54V1-0PNM-YRJ1-O2DV-1TMUAGAILTOY,1BVFDB6,Quodsi vitam omnem perturbari videmus errore et.,82.95,82.95,8.30,4.15,6.63,4.15,4.15,1,2024-12-11 10:06:45,829912542,BDN2252ob,Pool Corporation,2024-12-11 10:06:45,2024-12-11 11:38:09,2024-12-11 13:09:33,2024-12-11 14:40:57,Cancelled,82.95,1,ftstLJ0ey38z7slr9v7I56TgkjPeD0i6
2024-12-12 01:53:20,456,441,15704,15704,15704,15704,16243,2,f37bc074-a7d1-44ae-a700-756ae92a7a3c,11,16243,12,14126,WS4YSGQW3FPUCU3A,ZB9R7EM1-3SB0-E3S4-B8HH-KHD0NGTVA2ST,06JTY,"Nosmet omittendis doloribus, etiamsi voluptas ea, quae dixi, sole ipso illustriora et clariora. Dolor sit. Sentiri haec putat, ut calere. Cruciantur, cum sero sentiunt frustra se aut pecuniae studuisse aut imperiis aut.",111.67,111.67,11.17,5.58,8.93,5.58,5.58,0,2024-12-17 10:39:56,74388813,BRM8014rp,HNI Corporation,2024-12-17 10:39:56,2024-12-22 19:26:32,2024-12-28 04:13:08,2025-01-02 12:59:44,Active,111.67,0,7Ln4nMur45ID2Q5yFQpG30LjhbXq29PS
2024-12-13 17:12:38,456,764,14724,14724,14724,14724,16677,2,56db4f94-8434-4c41-97e1-d8ab80203e48,6,16677,10,16333,30SKOOJBNTDFQ5IZ,8HM6K1QA-5579-DABS-36JF-QLJE9IOJVW6C,S41FFRP87H,"Homo acutus, cum illud ocurreret, si. Hoc ipsum efficitur in amicitia, et amicitia cum voluptate conectitur. Nam et ipsa declinatio ad. Libenter assentiar. Probabo, inquit, modo ista sis aequitate, quam ostendis. Sed uti oratione perpetua.",64.75,64.75,6.48,3.23,5.18,3.23,3.23,1,2024-12-17 17:53:51,1175168,FRJ0004kc,Vanguard Russell 2000 Value ETF,2024-12-17 17:53:51,2024-12-21 18:35:04,2024-12-25 19:16:17,2024-12-29 19:57:30,Blocked,64.75,1,9UCjCLt50SMEbeoTKTX5awc9g1AH9t14
2024-12-16 10:49:29,456,76,15997,15997,15997,15997,17390,1,8e9a9888-674f-4c9e-b43a-17fc27109618,10,17390,7,11407,CQGGKVSH42B5M8CQ,XQU0XEOJ-4ZKC-A1ZW-Z2HP-G8CQ1EXQNLWF,YHVUHPEX,"Omnes mihi Epicuri sententiae satis notae sunt. Atque eos, quos nominavi. Ipsa natura divitias, quibus contenta sit, et parabilis et terminatas habet. Aliquem convincere. Accurate autem quondam a L. Torquato, homine. Ante cum memoriter, tum etiam erga nos. De finibus bonorum et malorum, id.",100.14,100.14,10.01,5.01,8.01,5.01,5.01,0,2024-12-26 09:28:40,452179,TRB8136xw,EVINE Live Inc.,2024-12-26 09:28:40,2025-01-05 08:07:51,2025-01-15 06:47:02,2025-01-25 05:26:13,Expired,100.14,0,qO43B8iAkOen1sy2s8iAA48eFUN11I4v
2024-12-18 20:49:50,456,198,18677,18677,18677,18677,18012,1,494d2297-d985-4023-87b1-fd36535984af,11,18012,7,17920,TQ04QL5SS8HDBWYY,T4C4MOIE-23AL-DE4U-SKNE-ZKRDPI0VZQHB,UCVD3C,"Quoque elaborare, ut sint illa vendibiliora, haec uberiora certe sunt. Quamquam id quidem licebit. Consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt, ut. Minim veniam, quis nostrud exercitation ullamco.",108.89,108.89,10.89,5.45,8.71,5.45,5.45,1,2024-12-22 17:00:00,390894,CYO2485xf,"DHI Group, Inc.",2024-12-22 17:00:00,2024-12-26 13:10:10,2024-12-30 09:20:20,2025-01-03 05:30:30,Pending Activation,108.89,1,e0BQiEi2bGPe1Y2Y70Zk084v2NNzcfUm
2024-12-20 14:58:23,456,796,758,758,758,758,18470,3,2b1c46d9-2e2d-406a-9589-2669e4d18b04,17,18470,7,2982,BQ82KEIBHFRW6ZIV,20W5WU2P-Y9B4-H36T-RAP4-D4NC605YVZ3G,C1KWJ,"De isdem, de quibus et ab antiquis, ad. Ad dolorem referuntur, nec praeterea est res.",174.34,174.34,17.43,8.72,13.96,8.72,8.72,1,2024-12-23 09:40:18,5845967236,OWL3082lc,West Corporation,2024-12-23 09:40:18,2024-12-26 04:22:13,2024-12-28 23:04:08,2024-12-31 17:46:03,Inactive,174.34,1,u1Oxol93ZK6zGJGqh1sqUT208cMow4hl
2024-12-21 06:36:37,456,119,17225,17225,17225,17225,18636,1,03dca7dd-ad24-4a05-8277-30697d86cfe6,13,18636,2,14738,AW5YYYFVASOHX568,EQ8JAB82-9OG8-Q47R-Q3ZI-ZX92X0U87RFS,M5P7S,"Quisquam eorum, qui aut saperet aliquid aut ista didicisset. Et. Et debilitati obiecta specie voluptatis tradunt se libidinibus. Maxime fugienda est, summum profecto malum est vivere cum dolore, cui sententiae consentaneum est ultimum.",132.54,132.54,13.25,6.63,10.61,6.63,6.63,0,2024-12-27 06:56:50,78431898,NTG0053lc,Michael Kors Holdings Limited,2024-12-27 06:56:50,2025-01-02 07:17:03,2025-01-08 07:37:16,2025-01-14 07:57:29,Depleted,132.54,0,25Btf729Lvtzg9AXo4XUCnt778fhz53E
2024-12-23 23:01:00,456,373,3397,3397,3397,3397,19347,2,af13ef01-1a61-43d2-8a5f-256bc26b5a1e,10,19347,7,4667,GJLIOP69ZMZLMU3V,0B0U4SAE-H6FF-PRJZ-USCF-O6F2WP4LNDAY,6GTI1QMJ,"Addidisti ad extremum etiam indoctum fuisse. Fieri, inquam, Triari, nullo pacto.",104.35,104.35,10.43,5.22,8.35,5.22,5.22,1,2024-12-24 05:38:47,44141475,YLQ6881jv,Lexington Realty Trust,2024-12-24 05:38:47,2024-12-24 12:16:34,2024-12-24 18:54:21,2024-12-25 01:32:08,Active,104.35,1,jZmLsYKE6eKZxP2P1L4zXz46ibWLFt0K
2024-12-25 18:12:25,456,568,10961,10961,10961,10961,19819,3,5e62fee7-ff38-49b4-9ab0-141ca400f9ef,8,19819,5,15597,9ZFAK7O94TO9SXZO,RB6KDZG9-TDI5-305U-HHHB-OSWYS6WQ96PW,YFN,"Sit, accedere? Statue contra aliquem confectum tantis animi corporisque doloribus, quanti. Loco dictum sit. Erit enim iam de omnium virtutum.",77.25,77.25,7.73,3.86,6.18,3.86,3.86,1,2024-12-28 17:56:40,44854225,VQA0794ar,CDI Corporation,2024-12-28 17:56:40,2024-12-31 17:40:55,2025-01-03 17:25:10,2025-01-06 17:09:25,Recharged,77.25,1,vJvfTvns430k8r5mr4e4od928Tx9U8V1
2024-10-11 19:53:26,457,46,11823,11823,11823,11823,318,3,f53bd48f-46df-42b2-b8b1-cd2570dfd517,7,318,12,19312,Q0EDE4XVW36T7SQ7,OEDZUURR-U5T6-FMFS-R33Q-USQBPJOAM36K,IRCVGWZW,"Nosmet ipsos diligamus, idcirco et. Omnium falsarum opinionum temeritate derepta.",71.35,71.35,7.14,3.56,5.70,3.56,3.56,1,2024-10-13 08:10:26,6990071,ZVY7402zi,Sabre Corporation,2024-10-13 08:10:26,2024-10-14 20:27:26,2024-10-16 08:44:26,2024-10-17 21:01:26,Suspended,71.35,1,q3BB1oo5Wu2HW71lO02S882kBZrgazQp
2024-10-12 18:33:40,457,275,3924,3924,3924,3924,570,2,0fd4b80b-40f9-4ce6-b2ae-ac6bcfc999ff,15,570,12,17322,POCCYOH2KUD3DJIH,AWIUHWIH-3PQP-EXBM-FU18-R9FBJXKZ8UAC,Z5AVD0VPB3,"Imperii. Quid? T. Torquatus, is qui consul. Homine sensibus reliqui nihil est, necesse est, non satis. Quae est quaerendi ac disserendi, quae logikh dicitur, iste vester plane, ut mihi videtur, expediunt.",153.25,153.25,15.32,7.67,12.27,7.67,7.67,0,2024-10-18 14:51:46,986551,MTD5326cg,Chesapeake Utilities Corporation,2024-10-18 14:51:46,2024-10-24 11:09:52,2024-10-30 07:27:58,2024-11-05 03:46:04,Suspended,153.25,0,EW4id7ZDXYOmUahj1RXKL226rg5Z780f
2024-10-14 14:29:17,457,573,2580,2580,2580,2580,1033,2,13219124-daa4-495a-8590-cc7b2e1370ef,8,1033,8,13158,KTO6NYAKB7J6MC1C,Z9W6XXI9-VVBL-R6D6-R4T0-H89ROSJN01FW,64KBQ,"Eligendi optio, cumque nihil impedit, quo minus id, quod his libris quaeritur. In quibus, quantum potuimus, non modo fautrices fidelissimae, sed etiam cogitemus; infinitio ipsa, quam. Modum eae semper voluptatibus inhaererent, eadem. Ut cognoscerem, quoniam mihi ea facultas, ut id.",75.45,75.45,7.55,3.77,6.03,3.77,3.77,0,2024-10-23 01:27:43,234510,YKO1496sl,Advent Claymore Convertible Securities and Income Fund II,2024-10-23 01:27:43,2024-10-31 12:26:09,2024-11-08 23:24:35,2024-11-17 10:23:01,Expired,75.45,0,m0V68Z97j0YF5I7Vg16m7oj19LVh057G
2024-10-17 13:50:34,457,790,7998,7998,7998,7998,1808,1,194965b6-4de3-4a9c-bd00-69de001fcbfa,5,1808,6,6794,W58N82V94F665T8Q,9Q3SXL0B-DQFG-I61E-2QOP-7P6KS2V3QZ2L,8R6P4RP,"Consectetur, adipisci velit, sed quia consequuntur magni. Concederetur, etiamsi ad corpus referri, nec ob eam causam. Molestiae. Igitur neque stultorum quisquam beatus.",52.58,52.58,5.26,2.62,4.20,2.62,2.62,0,2024-10-22 17:14:53,32304969,VPH7134te,Biogen Inc.,2024-10-22 17:14:53,2024-10-27 20:39:12,2024-11-02 00:03:31,2024-11-07 03:27:50,Cancelled,52.58,0,1d01JkPPe95i6e4OE8309OZ6xrbH91P9
2024-10-19 09:03:17,457,128,5047,5047,5047,5047,2279,2,36507ba9-fa9d-4b63-bdfd-480902c9bf8e,14,2279,2,16934,3T9NLO21HATW1400,8M4DW1TY-RL2X-JUN5-0IFX-M1KA3PYLUIVU,2JHJJTJOX,"Dignissimos ducimus, qui blanditiis praesentium voluptatum deleniti atque corrupti, quos dolores.",135.90,135.90,13.59,6.80,10.88,6.80,6.80,1,2024-10-20 06:05:32,0328875736,BHQ1292sg,"EnLink Midstream, LLC",2024-10-20 06:05:32,2024-10-21 03:07:47,2024-10-22 00:10:02,2024-10-22 21:12:17,Depleted,135.90,1,t2jgXv412nen7823G6FP1qOomS78YYY8
2024-10-20 18:05:45,457,613,17024,17024,17024,17024,2649,3,14f0e838-358e-4631-801b-26f0e52d3586,15,2649,3,17097,6ZFFAKKHA3KT0PV0,4BBMORRP-6TDH-X195-GC4R-J4ALYZ5E51K1,39WAEPBOU,"Prompta et aperta iudicari. Etenim. Didicisse turpe est, ea putant usque ad senectutem esse discenda. Quae cum dixisset, Explicavi.",146.85,146.85,14.68,7.35,11.75,7.35,7.35,1,2024-10-22 14:24:09,625254,KNI7499kb,Global X SuperDividend Alternatives ETF,2024-10-22 14:24:09,2024-10-24 10:42:33,2024-10-26 07:00:57,2024-10-28 03:19:21,Under Review,146.85,1,QfD4P18q9L66sJYZhvU2iwlvl5574WGM
2024-10-21 16:50:02,457,782,15903,15903,15903,15903,2901,2,f4cdb5d3-9e8f-4f6e-a104-f50e59fd8dfa,18,2901,4,8323,SW6VQ5YLFK87WRGI,7R905ESK-11X3-D3O6-NAHJ-6UM972C9LUPI,CWP,"Dixerit per se ipsas tam expetendas, quam. Inferiorem locum petentium sine causa dicere, -- et illum motum naturalem. Vivendum. Sed existimo te, sicut nostrum Triarium, minus ab. Appetendum, alterum aspernandum sentiamus. Alii autem, quibus ego assentior.",179.36,179.36,17.93,8.98,14.36,8.98,8.98,0,2024-10-28 18:08:17,595872,DXT8195qx,WSI Industries Inc.,2024-10-28 18:08:17,2024-11-04 19:26:32,2024-11-11 20:44:47,2024-11-18 22:03:02,Cancelled,179.36,0,ov9czpTKue6tA2xqm5VA99at3aUSagLh
2024-10-24 03:49:06,457,213,12941,12941,12941,12941,3550,2,d036b63d-6d6d-4056-a55b-ad4dc39ab83a,10,3550,5,11521,ORUFS67RMXEEZTLA,1DG9ZOUD-WWB1-KGLY-4DWC-2DG96I70TTBR,NBC6ZK,"Sibi fidem sensibus confirmat, id est voluptatem. Homines optimi non intellegunt totam rationem. Etiam amaret, cotidieque inter nos de litteris, quarum summum.",95.66,95.66,9.57,4.78,7.65,4.78,4.78,1,2024-10-26 16:27:27,324420039,JLW6678ys,"BLACKROCK INTERNATIONAL, LTD.",2024-10-26 16:27:27,2024-10-29 05:05:48,2024-10-31 17:44:09,2024-11-03 06:22:30,Under Review,95.66,1,Pciocf86SAs7n1C50w3pgjK6N263sc1W
2024-10-26 18:51:52,457,924,9493,9493,9493,9493,4258,2,019128a7-e914-4f8b-adbf-e5d18713ab2f,8,4258,2,3078,FXQHTROJCECA7UGB,Z1Q8Q2G8-MJ2O-2X9R-UV3O-GOYXN50CLVFI,FZ26EL,"Civium non inutile, nosque ea. Admonere. Interesse enim inter argumentum conclusionemque rationis et inter mediocrem animadversionem atque admonitionem. Inquam, nisi te audire vellem, censes haec dicturum fuisse? Utrum igitur percurri. In dialectica autem vestra nullam existimavit.",78.14,78.14,7.82,3.90,6.25,3.90,3.90,0,2024-11-02 01:59:17,9354254,WCC9207cm,"First Cash, Inc.",2024-11-02 01:59:17,2024-11-08 09:06:42,2024-11-14 16:14:07,2024-11-20 23:21:32,Expired,78.14,0,8phX4lx6Eg84dLZ47Mp7go94rkh88nUe
2024-10-27 20:16:51,457,836,18874,18874,18874,18874,4532,3,6948d81f-340d-4dbf-9dc6-fcea218a0f2c,9,4532,9,5656,RII5UJ6SA5RINQB5,K5M6EVIZ-SPB3-2YC2-EJ51-J1WU6HHCCVDT,2VM13OW,"Corporis voluptatibus, videtisne quam nihil praetermittatur quod vitam. Est usus Epicurus? Qui unum. Multis tamque variis ab ultima.",90.55,90.55,9.06,4.53,7.24,4.53,4.53,0,2024-11-02 03:30:21,5683363,QDJ4778no,Vanguard Short-Term Corporate Bond ETF,2024-11-02 03:30:21,2024-11-07 10:43:51,2024-11-12 17:57:21,2024-11-18 01:10:51,Under Review,90.55,0,WMHtFKd1q3KH69qYBhJYfX7wJZuIUEjs
2024-10-29 04:17:02,457,877,4579,4579,4579,4579,4871,3,185456a6-19ca-4745-aa7f-902caff462ef,9,4871,4,8869,HA2PLIMQ2P9KWN0A,8GKFAMB2-BMGC-807I-8PNY-KS9TKPL7NYYF,LMD5K042,"In nostris poetis aut inertissimae segnitiae est aut in voluptate est. Extremum autem. Sit affectus, eum necesse est aut in armatum hostem impetum fecisse aut in liberos. Alienus. Democritea dicit perpauca mutans, sed ita, ut.",87.55,87.55,8.76,4.38,7.00,4.38,4.38,1,2024-11-02 10:51:30,521348416,GUN2846hn,"Spartan Motors, Inc.",2024-11-02 10:51:30,2024-11-06 17:25:58,2024-11-11 00:00:26,2024-11-15 06:34:54,Cancelled,87.55,1,i8ST4RT1YWV7sSVu3W4Bc8KW9B7t8W1r
2024-10-30 16:51:27,457,733,2993,2993,2993,2993,5262,2,b9f6a71c-a008-4449-ba49-65f874c251e1,12,5262,4,18462,3R4ZNH8SHRQS100B,XZ3AZ8DS-8TXY-5N0M-LC2K-YC4CVHKKMYXN,EJYBBSC4GJ,"Eius maiores fuissent, et in conspectum suum venire vetuit, numquid tibi videtur de voluptatibus suis. Patiatur earumque assidua recordatione laetetur, quid est, quod nullam eruditionem. Esse docui cum voluptate, ut ab. Ut nulli propter eas consequantur dolores, et qui.",122.01,122.01,12.20,6.10,9.76,6.10,6.10,0,2024-11-08 08:01:34,3235045525,FRT3969hw,Cincinnati Bell Inc,2024-11-08 08:01:34,2024-11-16 23:11:41,2024-11-25 14:21:48,2024-12-04 05:31:55,Suspended,122.01,0,tUEhh56CV4Qa815MRxgqHQ26m0Es8G76
2024-11-02 19:19:35,457,850,18719,18719,18719,18719,6065,1,d2d7540c-0ee3-45ff-8def-96180d73ac19,11,6065,2,17307,4GUR63XR4KFEJSAD,OX414D3Y-J2RQ-13OO-86LO-TRB6GN80UJA0,2V967,"Sentit, quem ad me de virtute misisti. Sed ex eo perciperet corpore voluptatem. Multo maiores esse et muniti videntur, deorum tamen horrent easque ipsas sollicitudines. Vitam cum sua comparat, magna afficitur voluptate. Dolores autem si qui e nostris aliter existimant.",107.74,107.74,10.77,5.39,8.62,5.39,5.39,1,2024-11-06 16:15:10,2540390407,DQS7013mu,"Welbilt, Inc.",2024-11-06 16:15:10,2024-11-10 13:10:45,2024-11-14 10:06:20,2024-11-18 07:01:55,Expired,107.74,1,39Y13k8pi3C9WQWIv3H8x3pI423vYy81
2024-11-04 13:51:49,457,972,4336,4336,4336,4336,6519,1,cb52d20a-770a-4141-afa8-613d16ddd4ac,4,6519,9,5410,FJQ0H1WRU04F974U,B2CW20KT-30L4-70E1-KEZ5-GIRZ24GGUNVU,FQ6DSDX2Q,"Nobis opinemur. Quod idem licet transferre in voluptatem, ut postea. Sollicitudines, quibus eorum animi noctesque diesque exeduntur, a. Ut ipse loquerer, tum Triarius leniter arridens: Tu quidem, inquit, totum Epicurum paene e. Et dicit plane, quod intellegam; et tamen ego a philosopho, si. Quae recordamur. Stulti autem malorum memoria torquentur, sapientes bona praeterita non meminerunt, praesentibus non.",42.84,42.84,4.29,2.14,3.42,2.14,2.14,0,2024-11-14 08:49:47,8739300233,ZPK5572kr,"Leidos Holdings, Inc.",2024-11-14 08:49:47,2024-11-24 03:47:45,2024-12-03 22:45:43,2024-12-13 17:43:41,Depleted,42.84,0,002Vv3gK9qmed9yT7W7PgjPr100IEX33
2024-11-06 01:26:15,457,587,4151,4151,4151,4151,6909,2,9c657a4a-d265-4611-99a9-0af4cc9404e0,12,6909,8,1924,9XIVUS4ABTFL2KSO,KBK4QCX1-NW44-IP9O-GX1W-YSL86APGBP1Z,QT52,"Eo referri, ut cum voluptate conectitur. Nam et praeterita. Elaborare, ut sint opera, studio, labore meo doctiores cives mei, nec cum. Multa sunt, sic inprobitas si cuius in mente.",121.94,121.94,12.19,6.10,9.76,6.10,6.10,0,2024-11-11 18:47:55,1664352549,QHF6979ah,"Carrizo Oil & Gas, Inc.",2024-11-11 18:47:55,2024-11-17 12:09:35,2024-11-23 05:31:15,2024-11-28 22:52:55,Expired,121.94,0,0jH7HB49LZY61FZ0BzN04gmhA0sO4oEI
2024-11-07 03:57:26,457,510,3753,3753,3753,3753,7183,2,a3952689-53cb-4f44-b872-6fb4d900214c,4,7183,7,2130,6J22W55PUBEQT12Z,VOUQWC5S-Y7JF-1GF2-TO4M-F7E6XV6FNOYH,UU1U7JPL5T,"Modo voluptatem esse, verum etiam summam voluptatem. Quisquis enim sentit, quem ad. Declinare atomum sine causa; quo nihil turpius physico.",41.54,41.54,4.16,2.07,3.32,2.07,2.07,1,2024-11-09 00:53:12,783096,JTP0587ko,"UMH Properties, Inc.",2024-11-09 00:53:12,2024-11-10 21:48:58,2024-11-12 18:44:44,2024-11-14 15:40:30,Under Review,41.54,1,3w06oRs8ze0532lrkJ4H8aojAq1ag3P6
2024-11-09 16:11:00,457,926,16858,16858,16858,16858,7820,1,0e3689c2-f580-486b-a90c-efc1de1ca475,7,7820,12,8257,JJZE2DP810LAEGQI,4HCOBB63-WRZ6-H58P-9KR8-95OQZ6ILLFZ6,GY6ROVZ,"Animo cernimus, id omne oritur a sensibus; qui si. Ita sit, perspicuum est nihil desiderare manum, cum ita sit, perspicuum est nihil. Laetitia, si bona. O praeclaram beate vivendi et apertam et simplicem et directam viam! Cum. Est. Quam a nobis explicatam esse his litteris arbitramur, in quibus, quantum potuimus, non modo.",70.83,70.83,7.09,3.54,5.66,3.54,3.54,0,2024-11-17 10:13:06,22559529,ZED0007um,CTI Industries Corporation,2024-11-17 10:13:06,2024-11-25 04:15:12,2024-12-02 22:17:18,2024-12-10 16:19:24,Suspended,70.83,0,5GLac0ehxg6f60i9604VLRglTf4qILvq
2024-11-12 01:39:23,457,24,8393,8393,8393,8393,8438,2,1bbe2b5a-5c7d-4a18-990b-94b4ba7274a5,8,8438,7,18718,M5EDPIBNEZ12SKV7,5KR662KR-B8SY-0754-0CEN-86D37ZRA1J4H,5ZBYK9T,Errore naturae finibus contentus sine aegritudine possit et.,82.91,82.91,8.29,4.14,6.63,4.14,4.14,1,2024-11-12 02:22:38,68508942,VRB8294qk,"Beacon Roofing Supply, Inc.",2024-11-12 02:22:38,2024-11-12 03:05:53,2024-11-12 03:49:08,2024-11-12 04:32:23,Pending Activation,82.91,1,Cz6TaXXB0QJ15p5Cux7eLEEWQPC4T754
2024-11-13 10:28:56,457,241,10112,10112,10112,10112,8805,3,c7fb7df2-f2b1-4231-93da-2ee26d48762f,19,8805,4,1472,Y67XNUWJIOS0TYI6,Z7YIHNIA-MYIK-JJHR-9ADG-KVYCO25SU5DQ,BJICPTJ,"Nulla sit causa peccandi. Quae enim cupiditates a natura ipsa iudicari. Ea quid percipit aut. Morbis vitae iucunditas impeditur, quanto magis animi morbis impediri necesse est! Animi autem voluptates et.",188.33,188.33,18.82,9.43,15.08,9.43,9.43,1,2024-11-16 23:37:03,892250,SSM0109ns,Vermilion Energy Inc.,2024-11-16 23:37:03,2024-11-20 12:45:10,2024-11-24 01:53:17,2024-11-27 15:01:24,Cancelled,188.33,1,vB9rDu3TWG13MqWGv2Y55o7gsldRs2N9
2024-11-14 17:12:45,457,69,17722,17722,17722,17722,9131,1,d3ed6ff3-2527-478c-8099-e7060875c30c,13,9131,6,3392,VG8U54EXIWCJWCGY,Z96SDJ06-GYO4-IGVJ-UNPK-KO2407BPQD7G,NFY14D242,Imbutus quietus esse numquam potest. Praeterea. Et natura orationis et consequentium repugnantiumve ratio potest perspici. Omnium.,125.15,125.15,12.51,6.26,10.01,6.26,6.26,1,2024-11-17 02:47:04,8467626,HWW7438xa,"Enzo Biochem, Inc.",2024-11-17 02:47:04,2024-11-19 12:21:23,2024-11-21 21:55:42,2024-11-24 07:30:01,Pending Activation,125.15,1,Gg5x6qnETYvH0GguRMWD9b8a4dacN900
2024-11-16 16:10:12,457,114,18059,18059,18059,18059,9653,2,e765f80b-e922-4c2b-af63-2fc71f219e67,17,9653,3,16533,U0NPVQNWJBUMIFR7,JO2H6UZD-99PE-KI0S-JK7S-2QVLCZYLEMAM,3HAXUTZEWS,"Aut expetendis aut fugiendis ut rationem. Mente consedit, hoc ipso, quod adest, turbulenta est; si vero molita quippiam est.",170.97,170.97,17.09,8.56,13.68,8.56,8.56,1,2024-11-19 02:06:18,331131258,XNQ6161ko,Principal U.S. Small Cap Index ETF,2024-11-19 02:06:18,2024-11-21 12:02:24,2024-11-23 21:58:30,2024-11-26 07:54:36,Depleted,170.97,1,d47a8sGfJE7rJov8rJMJ5vw6a2S4nzw9
2024-11-18 10:38:59,457,754,9431,9431,9431,9431,10121,2,cfde33ae-1193-4c0c-8041-129e357d2060,13,10121,6,18544,YG3O1QLYJT6N8EXW,G4O2U5FF-GAO4-02KR-ICK3-4I84GAHRL8TU,L0VYHAK7J8,"Pariendarum voluptatum seiungi non potest. Atque ut odia, invidiae, despicationes adversantur voluptatibus, sic amicitiae non. Iudicium elaboraret, et sunt illius.",131.13,131.13,13.11,6.56,10.49,6.56,6.56,1,2024-11-20 13:02:14,2113343,ZVF4591ss,Public Storage,2024-11-20 13:02:14,2024-11-22 15:25:29,2024-11-24 17:48:44,2024-11-26 20:11:59,Pending Activation,131.13,1,eQkZcN6ggVIgEb1d3t58Kj330a6LubjH
2024-11-20 07:51:01,457,496,1381,1381,1381,1381,10614,1,fb067276-d34d-4e95-a581-b53d2a89cac3,9,10614,6,11059,51E0TH9LDALHKCT8,3TNEBZ96-OUMY-S67U-9VRI-GHLSTGT9J2KA,KEIN,"Idem licet transferre in voluptatem, ut ea. Dominationis, libidinosarum etiam voluptatum. Accedunt aegritudines, molestiae, maerores, qui exedunt animos conficiuntque curis.",93.39,93.39,9.34,4.67,7.47,4.67,4.67,1,2024-11-23 23:13:44,2328784,FHF6609fn,Enersys,2024-11-23 23:13:44,2024-11-27 14:36:27,2024-12-01 05:59:10,2024-12-04 21:21:53,Under Review,93.39,1,BRqLgu6M8bc3rzTC5cY51Wit46hg64ct
2024-11-22 01:51:26,457,951,2968,2968,2968,2968,11063,3,31e3a47b-a9b4-46d2-a456-2179322b3b83,10,11063,8,4171,GA92ZB8FZGG9OKKQ,97NPST7F-0UEV-4S0X-KTSV-9IU98KOJ90SK,YSNFLE3,"Moveat, nulla successerit, eoque intellegi potest quanta. Qualisque sit, ut tollatur error. Imperii. Quid? T. Torquatus, is qui.",97.08,97.08,9.71,4.85,7.77,4.85,4.85,1,2024-11-25 23:10:52,03230978,UII9658pg,"U S Concrete, Inc.",2024-11-25 23:10:52,2024-11-29 20:30:18,2024-12-03 17:49:44,2024-12-07 15:09:10,Pending Activation,97.08,1,i28vn8L2q03j87n453WAS05o3V4RpS4f
2024-11-24 11:49:20,457,863,6153,6153,6153,6153,11679,2,bbfcb542-7f3f-4f83-bf59-4ee47442de5e,9,11679,4,2275,N1501VLFGEY040VK,CGHT4VA8-N1D9-MSEZ-Y0YZ-JQOTMU5S42I3,WGZ,"Sapientium, ut ne minus amicos. Autem etiam amaret, cotidieque inter nos de litteris, quarum summum erat in utroque studium. Nihil impedit, quo minus animus. Semper animum excruciant et semper sollicitant turbulentaeque. Clarorum hominum factis illustribus et gloriosis satis hoc loco dictum sit. Erit enim iam de.",93.38,93.38,9.34,4.67,7.47,4.67,4.67,0,2024-12-03 22:25:01,660535,IRT5608kk,"Ohr Pharmaceuticals, Inc.",2024-12-03 22:25:01,2024-12-13 09:00:42,2024-12-22 19:36:23,2025-01-01 06:12:04,Cancelled,93.38,0,itmP2b5qoV9867gtp7KOBxAAynrDcu7n
