activity_ref_key,item_idx,category
c470bf7c-6b44-437a-878d-86035bdff73c,16317,Wellness Programs
08e3089e-fe8c-4fd0-bc38-341715b1a3ff,4825,English
f9b19562-e4d4-47a7-a1d5-13401e34927c,1450,Folders
b374fea2-f3e3-4679-a507-f2f4e968e5de,19989,Corkboards
261d4bb5-a428-4b02-9480-b7274be59481,13037,Test Kits
29f8d2e4-4dbe-469b-976f-bb4a2103c83e,8700,Woodshop
314ef06d-d9f9-41fb-b4e6-b616c920ac0b,11577,Animation
1b48e49e-0bf4-4441-968b-4056128a614a,1953,Physical Education
57743042-862f-49a5-89fb-4433d41c166a,13841,Safety Training
da07116d-4c39-41fe-9d76-1534b403d13e,9481,Accounting
b5fbfc26-d032-459b-8e9f-b0dbb69b0cc2,1307,Venue Rental
5dffae9b-ce17-410b-9df8-572b8134fd80,4769,Music Club
ffe2c312-b0d6-4efb-b2f7-40b6c0530c5a,12869,Tech Repair
81268408-c5ba-4ffa-baa5-2985b82ed628,5368,Subject Tutoring
ad76823c-06e2-4b21-9469-cb98c88ee636,13450,SEL
ef878d5e-b362-433a-ae82-60bd56f8c365,9724,Physical Barriers
1a6eb09a-d41e-4c64-b8aa-f5a886aa1fda,10405,Pest Control
3dcf3299-f089-4681-9458-809b2c317ae2,794,Hand Soap
70df2fdf-976b-41be-93f1-08e322215688,15385,STEM Kits
90d06724-22be-400e-b091-f9fcfe4c6993,11926,Tablets
3bea1138-6a3d-4cff-9955-2944921b0974,7136,Health
ee35e63a-3a9d-4855-ba7a-5a2154755f9b,3723,Competitions
b29edaef-4746-40ab-ae99-d5f757912fa1,14650,Social Work
8a66b26a-6fbb-4868-bbc0-ae9675b48f4f,339,Graduation Fees
5405ee32-74c1-4e2b-b7a7-1ebc72185a46,7167,Robotics Kits
da443210-ab42-4530-b651-75f84f97ba69,8252,Student Wellness
fc967b83-e5c3-47fb-a2e0-fc5ec6f59ca2,2197,Social Distancing Markers
cfb213c7-3485-4bc8-968f-6fd09be953df,10996,Public Transit
e2351ef9-8f31-4061-acb2-e5a2133368ee,5391,Sound Equipment
8b704d1f-7b80-44b3-bed1-9242dcaffdd3,13207,Student Supplies
6db7cf09-6ba8-4762-ad0e-59546f7cec2f,19002,Seminars
b56cfafe-f540-4b9b-85a1-42f83fa09ba1,13774,3D Printers
56751541-6fa9-45b4-be3f-b26178c47a83,10806,Kitchen Staff
74c84d75-62e9-4644-b031-47c3aa6cae8b,2186,Testing Fees
ed9a932b-ecb2-4528-8e02-9d849674682a,19513,Family Nights
62d6c169-b972-4cfd-bbde-7a2f5a33bd63,4508,Digital Curriculum
7681b8c1-74b4-4711-85b8-be4f20886495,15477,Disinfectants
395b1993-4764-4d01-a9d9-c0385e014f50,19009,Meals
ff9b902d-df87-4933-93ee-06e2b3149515,19331,Charging Carts
0c83c499-fecc-4965-8035-2e9be611ba6c,13930,Biology
fe880faf-03a5-47b1-aea0-202336d4e910,731,US History
fbc98b85-0a3a-4027-a394-61b04c1ef82f,10154,French Tutoring
aec18887-e9f3-48d6-9029-1bb6581f55f9,179,Furniture
9205aa27-0a49-4150-8cfb-35f56e76e463,4784,Library Books
0bb1bf0b-b97b-45ef-b83a-a1976817be35,1784,Instruments
4292d185-28e9-4e05-8d5b-b29d10135d2f,4931,School Newspaper
4f6f4408-3552-4687-8a07-a10530c11587,9957,Childcare
ed0a58be-c757-4fc8-96b1-57bd521caae4,17492,Game Design
853851c4-c2c5-495a-b83f-05ab20cb2e74,12327,Air Purifiers
d03d0977-9c14-4275-b07f-f8c2e6214ec0,10865,Art
0a5540c7-7e5b-43c0-91fc-5361c9a3c098,17359,Teacher Training
bdb962b9-6362-4669-b352-f7014842ebb1,7579,Lab Fees
b9205738-f7c6-48f2-8755-e07c8caacfd2,18670,Special Education Services
02f532a3-3838-4823-8400-58e71ade45ae,9326,LMS
554e305d-48e9-4906-96fe-473cae8e3cd5,1566,Spanish
b0854415-70e5-4ccd-9fb5-a1ad45f573d2,16758,Digital Citizenship
df2a9aa8-b5de-48ec-b1aa-e8f750e2be6d,463,European History
87876d1f-c518-48bb-bc98-879335ea20ef,15562,Crayons
e9fdb2fa-adb4-4063-b64b-8535c8fbb042,16411,Transportation
42600eb8-4283-4fa5-9eb7-2d78290ecc09,7171,Sports Equipment
2ef4cade-0ec1-45b6-9448-a52d8d1219ea,7099,Instrument Repair
eb5b4cb6-bfc2-460b-ac93-c92a0dd1c9c3,1347,Routers
b16a6c99-a8b7-4d88-99ed-3e7d874e7d2e,9429,Summer Tutoring
89063607-c4ab-484c-8c6c-2de3cda05c90,10203,School Nurse
99e793b9-9402-412d-ad43-f2d997be3fa8,14071,Gifts
427e6254-f84e-4ac3-ac83-e1520fa3a964,18426,Portable Classrooms
2ea4d132-99f7-45e9-a04b-00e6c3d836a9,2055,Paper
69f4fb13-ec16-4627-89ab-6a991f2475c8,12239,Exam Fees
26b3d5bf-d91b-440a-b8e9-1cf1e709dda5,3016,Windows
2aad1790-a813-45c6-980c-078f783b1b5a,18850,Website Fees
37bc44b2-aaea-4655-bbff-26fe3de3fae5,9580,Debate
99f1a6fe-97c4-4c8b-a7b9-27d1ab38ee93,7023,ACT Exams
70036904-d340-48cc-b8ff-e92de69f19fb,18276,SAT Exams
815a6c75-b9b4-4b3a-bb03-b8e76535ec25,11947,Brushes
09fb194c-9bb4-49c3-b6db-d1ab5c8aa992,18884,Graduation Fees
c0ad5d3f-7ae3-4ec1-8203-f88d70a4e2e3,2166,Legal Fees
9544b7f4-a384-4cad-aa8e-996458b566f1,15854,Network Hardware
f9a131df-9244-4966-9394-8fda5cc5f390,13189,Landscaping
aaf14f8f-ff57-464a-9536-e05e02b94682,286,Gloves
f96a9684-b904-4d91-82c7-6113aaa87282,19146,Teacher Supplies
df530d86-189d-4e21-aced-ffc8f397d880,9662,School Bus
1322d3dc-91d1-4607-b9d5-7ed45a6a1901,4170,Algebra Tutoring
a4067cff-8ec2-4dc8-b35c-42579cabe44d,17813,Storage Cabinets
64778d85-ee96-4f57-b796-3280883426bf,13264,Educational Software
2de1ed39-11b0-419c-aadd-a9908f6e8401,13498,Reading Intervention
2f4b5364-9133-4509-a653-a59dd60a1b6a,7363,Learning Management System
8fd46283-be44-4dcc-8b95-9de4da7b47ca,706,Cosmetology
fba6e59d-34c2-4e98-8d87-45c9457917a9,6292,Vehicle Maintenance
6cc76e64-560b-401c-8f82-e50c18293ad2,15005,Summer School
05713859-3f72-42a9-ac92-2064d173d814,7513,Drug Prevention
57c511ce-674c-4054-b990-20d679a4e588,4416,Applications
7cb4603b-2285-4bf1-a4f6-0f0e3522534b,16461,Physical Education
b0ca10a9-7099-411c-a634-2004025d1928,15693,Smoke Detectors
1b9223c8-c957-4f6f-9d33-97583e9e39c3,16267,Drama Supplies
fca0a54c-9e98-493e-9386-4a6d54b5a8bf,10494,Reading Books
c28db6cb-22a3-4c2c-91a9-2a281b15c31a,332,Civics
acc7b350-d895-420b-8bfa-68b9df1c92f6,10928,Chemistry
bc7ef672-2ff7-49d8-84bd-b2b09fecad56,7444,Corkboards
3a519542-7529-4b2e-b54e-eeef07c491dd,13378,Science Support
b903b11a-fdca-4911-8214-4275dbd12a00,7169,Servers
4b589bcf-f843-43e3-abd5-27b5d8e10dd2,10070,Science
3bcbe068-d0f5-4ae7-8e1f-056f98dd0bb6,8752,Core Subject Tutoring
72494ccb-b09b-4319-a1b7-d5a133b298b1,13324,Music Club
1074319f-e2de-41ff-955a-1309e5ed1cec,12336,Charging Carts
7e9a92d0-02d9-4b70-8549-e2a75c3dc42c,4186,Guest Speakers
a926c5de-9023-4800-a31d-c804d69ea5de,1733,Recruitment
85fe769f-bcb1-4ac7-b514-67b30e53b8f5,9374,Safety Training
dbba8227-31a4-47d8-93fc-927852914b0e,17352,Sign Language
6eead8d8-61f9-4c73-8fac-c1cbd371602c,14499,Mandarin
760b5df0-4c11-4694-b6d0-8a47af192a12,1807,Monitors
cbf4a444-89cd-4026-940e-680243a9a22d,15412,Instrument Repair
7ce623b3-db3b-4136-b5e7-08f121c02f4b,9869,E-Learning Platforms
07e4ce1a-3792-40d1-bf67-d309e22e34eb,10186,Academic Coaching
becf37fb-83d3-4694-80e8-58fa4c3608f0,1763,Travel
58bc9216-1312-46b3-acdb-c134145c1599,19167,Nursing
b302552f-105f-417a-97bd-1f1e3a2a0b71,16319,Science Tutoring
4a49cf4c-9dbd-401c-a5d7-68ab121fc538,6590,Pens
81f932c9-930f-4968-91d1-4b68a6ca8530,5841,Tech Support
956e7f9c-c789-48c4-ba50-c7e7003b31e3,2224,Early Childhood Education
1454e16a-b07d-4c92-af01-1c9823baf0c2,1235,Workshops
c0aace04-dff5-4c3e-bbaa-0e28dd3186bb,5187,Car Rental
23849acf-2837-4df6-bea9-28742dd02076,13441,Sports Equipment
eae208e1-6028-431d-b07f-0a1eb939d010,57,Tissues
28ffd433-5783-4b34-a627-5796d02d1ebe,18841,Face Shields
fdc1daf3-6f66-4885-9baf-80c4ba6732a7,13597,Adobe Suite
e81f6520-6f4e-45dc-84b2-e0f8354788ab,13708,Diplomas
d80eccab-8434-4cb3-9edc-08baf327e8c0,1974,Insurance
0c4433f0-2953-4a49-839b-070590443fc7,16887,Accounting
2c0ee60e-1088-4d7c-9a04-ed5b70e76dfb,5562,Chairs
adfa6354-45ea-4011-87c5-097143f5b746,1931,Breakfast
62e527f8-55e5-4845-a659-291cf09e4ad2,8863,Disinfection
1d9c8ad1-e04b-40fb-b9bf-10f0543cc61b,17023,Team Building
81e2d6cc-3766-4f3b-9e03-bbc8ad5c115d,19023,Sneeze Guards
96611983-6f2b-42dd-a40a-b9da3ebb7733,19565,Daycare
9247f83a-9b17-4bbd-9b3e-6497040627e3,15408,Earth Science
526ffccb-8105-428e-a18f-ff404305db2f,14744,Stipends
f71bd94b-1265-4213-87d8-00cd9560846f,14091,Physical Therapy
4ae03f45-a819-4686-9b25-2160a0f1f749,14154,Airfare
d51acd27-236d-493c-9bc4-b605e1cb6a1a,6765,Art
039df1ba-a10e-4ff3-94c7-3cd8429c27a4,19412,Educational Aides
ac7ff95b-3e21-44a7-9790-0481668aa459,7481,Folders
b03c2799-bef7-4654-8603-ed526dba57fa,19430,Video Production
9723c562-9d17-43c3-a7b9-f387b028407e,18202,Private School Tuition
fb9c3ac8-40f9-44da-b778-d510318d26e1,14234,SEL
3a7c6021-853a-42ac-bf1b-f95da01da797,875,Art Club
4ac9fdc0-f513-4bb7-90db-0191e96bd896,15236,Thermometers
afe94228-4af7-42e1-9207-4ef552c9cd43,11087,Library Books
8e8e08be-acb0-449f-be97-8bdb6ddb5ef8,16295,Events
ef4be203-6638-44a0-8a9c-7f744809d97f,9822,Food Services
aed39f46-15f6-4fb5-9c8b-fccd8a25ea05,12443,Office Supplies
353387f4-1f25-438c-bb61-bfb437a8054c,12965,Flooring
f8bfbda5-fd06-444b-9000-3a86ce3b20e0,3488,Media Literacy
a7fbc53f-0b27-40da-9c44-b3f4e06e39c1,3705,Special Ed Tutoring
e9d70f5f-9b11-4ffe-a03a-bf2c102d6376,11439,Theater
bd9e19d4-ef99-44d8-90ce-cd7889b62988,17503,Lodging
680395cf-8625-493d-b65f-8acab6765fba,292,Science Kits
3dc5f0d8-676c-427d-af09-502221821aac,5796,Basic Supplies
5b218a90-e5dd-4c8f-9b54-1c13f5f072f8,3490,Music
a789e268-1c2f-4816-825f-72a6935465ff,4501,First Aid Kits
8563dce0-bd7c-421b-97ea-2791accf8056,15488,Vocational Training
4a49ca62-3dfc-4560-ad1d-ed1be99c29e7,13212,Cones
f3ff3bfb-5bbf-4fb7-923a-e3138f18dd3e,4188,Laptops
7abf13fb-aa06-4584-b3c1-1e152063af8f,19936,Digital Art
ce4833bb-c114-43bf-a22b-585aa9c57dd8,16545,Benefits
11fb12a8-def6-48f7-af75-ebf27ce09409,16926,Awards
d7e24e82-d84d-4b02-ac6d-2c301575c4f1,2970,Webcams
c55e2e3e-ab08-4910-bc72-8c1423ad5738,15874,Japanese
95bb1a0a-21a8-4e3d-bdfc-f24b90fe98d1,17098,Childcare
6b656b6c-b9ff-4667-b1fd-0a18e3bdf434,1767,Technology
57bb5955-9491-49a5-b0fc-a0aa901f80cd,3140,Drawing
0b28fd9e-58fe-4acc-bf37-c67183851dbd,10558,Professional Development
ec91a83f-0233-4a41-925f-ab4891d530c4,16915,School Nurse
358fd197-b060-4296-9b44-bc3928d0dbe7,13560,Music Tutoring
ff76d443-dcad-428c-b0b3-930fd37b72dc,1858,Security
f36a70fb-6849-4ab0-8815-0dc47898bb12,11649,Nutrition
24eb8eb3-bf7c-4413-9a9b-869c8b19fc69,1897,In-Person Tutoring
524797b3-c3d9-4912-819d-e05eeb8d83ea,16488,Team Uniforms
83b0c65b-f015-4392-84f7-f3a836f88c67,10151,Building Repairs
b5931f17-b3dd-48d0-ba1a-4b885694fc65,201,Keyboards
855c5c25-3630-4564-af28-6acbf527d65c,4111,Microsoft Office
0f1427a3-b566-44f0-9cbb-7a434d42077e,600,Sanitation
06db9907-d55a-4855-a81a-3648622f938e,12891,Cables
c9ccef9c-f3cd-4a33-9aa1-63a30bd90904,18480,Alarm Systems
d6b1c5b6-38f8-4e15-84b9-978a49f0549a,1735,Janitorial Supplies
2734483a-e142-4b5d-8a1c-22e440d38ac9,5643,Whiteboards
5fa7608b-1ec2-461f-add9-676ebb2ee357,8817,Wi-Fi
f9753db5-c2d4-4c37-a822-16779ec89134,3656,Building Rental
b2e61bf9-d7b5-411b-94a7-46b5206b8c24,19113,Clinic Supplies
a1d9414f-424d-4c8d-b612-49fc81608215,17475,English Tutoring
b9a574cf-bec2-4f62-8f98-926043fcfd1b,10535,Social Work
e801af46-46fa-4c12-b917-bc578407d942,6821,Vehicle Purchase
4255d42f-8f04-4586-8005-62097246dc67,6689,European History
a562ef91-07f3-4d93-9d44-e33a02285142,8087,Sports
0668c1ce-69be-44b8-b2c6-6429ee97abb3,4496,School Readiness
939c02f7-c5e5-456d-943d-2e09fcf7adae,12890,Robotics Kits
944ec649-652a-4911-a198-c5289d2691f7,1095,Kitchen Staff
6fd5f28c-4224-41b7-b35e-06bfbbcddd2c,15647,Geometry
30c3ad7c-c6fd-4ebc-9e05-96a490974d77,11029,Tech Accessories
24d5787c-d883-4298-a51a-c22c90301967,634,Custodial Services
111b05a6-c759-4305-ad0f-5df8766e6b63,5085,Online School Fees
a89128bd-e3c0-41f0-8c0b-f01292d57451,4423,Ventilation
4c019022-7ff1-499d-aa9b-888728d4cdb0,4297,Cooking
62853da9-46c7-451e-9f8f-810a4ecf21ff,2713,Accounting
f7b9723a-2b16-4531-9a6d-9b3af94818d9,12467,Digital Curriculum
bcee4798-2e5d-4396-84dc-25eb70ea83bc,4860,Gym Equipment
c422dee3-4888-4a99-ac21-91df935107f6,7661,Hand Sanitizer
f4ebebe2-5276-4542-b069-764bc43cdbaf,5621,Language Tutoring
8b59d343-6642-4107-8c00-cb62a4d0ad93,16504,Curriculum
7490c78c-ae6a-4950-8184-07c2e5a88e38,13525,English
ab2affb7-86df-4639-afda-b7513c577cd5,2933,Financial Literacy
c404f7d4-8fc1-4eb2-a02e-bd61f01a241b,9719,Research Skills
031d5b4b-123f-4981-9e7a-21150a6b9d33,5853,Outreach
315ad919-63a6-4959-80f6-96ec00fe82c3,13118,ACT Prep
3aafaeb0-7374-4578-a9a3-60ba123984e5,5779,Student Clubs
e67319f4-df67-4b47-b0d5-bee0dd1caa75,9224,Routers
41dd3ce6-f4a7-4cbf-aff7-cfc38ed01075,13217,Art Supplies
c74a3117-532b-4d8f-9e53-568de2af8cce,12494,Band
9a9efe39-ae48-4345-8c0e-b363544505fc,6579,Yoga
eab07cd6-13c7-4ee2-a9e8-658bb2646970,12220,Spanish Tutoring
8897a20c-efad-4e32-9cec-d03d561e6658,5122,Bookshelves
8922afba-1816-4159-b307-2a41a1d1fcf3,6641,E-books
59ba8d90-86fe-41f4-b39f-a8195f9096b0,1857,Astronomy
53b25288-9c75-40ad-be26-51922497e3d4,636,ASL Interpretation
023ce750-48b4-46ad-8de1-3f7ed83e03f3,1983,Auto Shop
35cbdf00-f9d0-412a-80e4-514f152736b2,16702,Chromebooks
2a04cd8a-b08b-499f-88e1-c700de237cbf,14292,Cloud Storage
dabfb90f-ed23-4e50-812f-96ef9806caba,10290,Meals
b21038da-9508-4eb3-aa2b-b5e6203d0397,18071,Algebra
65b34001-3f67-4d4e-8d56-60db9f53b87e,9931,Balls
1221392a-dccf-45b7-9961-75cfe128b301,12674,Grants
deafa7e6-4dae-43ba-9dd2-724e8b34d108,10823,Audits
3cedde1d-326d-427b-908d-fa78842ea233,1480,Scanners
79380152-4346-4757-a70b-589ef22df327,19759,Math Manipulatives
3064c485-36f6-43e6-94bf-c1bb86d9ea28,11959,Family Nights
405c24f1-645a-4c9b-aea1-fb3bfb475b87,5754,German
6059e396-b2bb-4b3c-95bd-b3cfb68860ab,14226,CPR Training
49f1bc97-4cb4-4c35-ad3f-7d8567ac341e,5717,Physics
494495c8-6dfc-4755-b288-d1d951756502,13236,Library Furniture
1b70ba47-4234-46d5-81a8-1e9c37ff6726,12469,Quarterly Subscriptions
e2d727b0-0a2c-4b4d-a9b3-fa437e134f51,12126,Law
2ededb51-526c-4d35-85f6-3c9d616d098b,13524,Government
80931edc-2e58-433d-8e23-9e0117ffed29,3727,Welding
13c4e4fe-5a0b-402d-8094-a187d6dc5704,2188,HVAC
dff976c8-6707-4a6f-931e-422e26b43b4c,4886,Book Club
f2f82d65-0c81-4a84-ba2f-a88550da3f82,14999,Animation
2c10693f-a5fb-44f3-b3c3-01605570f998,16820,Electricity
c7b675fd-1e0e-40b5-85c8-cd9a6aeee320,20,Water
d73af541-f35c-4b9f-b774-404d16d815b0,16079,Job Training
39b43af1-63f2-40be-abe4-a85343d892c4,8116,Online Learning
fbd4b151-93e2-4c66-8b93-806d2e27766c,12003,Geometry Tutoring
7c1973cf-4bc9-4420-8b1f-d8aca7e5957e,4919,Event Rental
058fb361-ad80-429d-aa70-00d183994306,3101,Projectors
64e9c5f2-bdb7-4499-bc18-175f5b08ea6d,17004,Technology Fees
5f1ed63e-8d37-4406-bdb8-0e02a79ffb47,14941,Disinfectants
c318d9a0-1fc3-40c8-aadf-576c06bcf08c,9695,French
670f06cd-b6d4-4345-bebb-347f7bcabc42,17259,Management
cf19cc21-1d02-4c0c-b9fe-9f49c184531b,11903,AP Exams
5a33dcd5-ea64-495c-b4e7-5a5ed4d27232,17421,Testing Services
88b5c1a7-c3be-4a95-a219-0c077acd9fb0,1014,Activity Fees
fdb35bf5-85df-403b-ae41-1313dc3b2ff1,3661,Grant Administration
5e63b58f-518d-4f06-9c76-aeadf909c608,9219,Social Studies Support
3bc0d51e-858e-43fe-85a4-d43efeac3d8c,17374,IEP Support
a2802562-97e3-42db-9dcc-6c1d623deb8b,19431,Space Rental
7b47c9b8-b344-4b97-990c-5be4c8eea96c,1326,Health Services
3ff07123-9c83-4fbd-a81a-2881f7253ea1,11491,Markers
08fbd5df-c21b-4a94-b14a-8c3ea098937f,18875,Internships
4dba3c75-8c92-461d-a206-096efccd6384,19313,Conflict Resolution
a9b713c4-73d9-4370-bc3c-7e9114955135,3107,College Guidance
4ab7d6ef-aea6-44f7-a5d6-2ab70477c023,7391,Summer Camp
d666df90-ef36-4202-a6c0-e2cba8457cc2,12132,Math Club
9a09b8d0-e650-4342-90ac-03730d77b81c,8916,Coding Club
a327065b-8996-49cf-9998-eae550263c35,15724,Cameras
860feec4-36e4-4ab2-bb9e-971eae0c24a6,11746,Apps
fa1bbcc8-a1e3-43f8-b4c7-860a141c736d,13508,Math
84a42ccb-0bd0-49d5-8180-45b85e6d0751,10363,Registration Fees
7387aae5-3fa1-4dda-a3bf-463792a277ae,19742,Athletics
98f203bb-ac1e-4d87-900a-c0865e94d808,5505,Sensory Items
b15d3732-4d02-446e-959a-f733d8bf1429,5488,Vending Machines
1db81255-b249-45d2-95ee-889514045a54,19622,Drama Club
c8b13efb-47e7-489c-a971-e82d08b08b06,9593,SAT Prep
2838ff60-e10c-46ee-9d06-e8f83359f746,15783,Professional Services
23b1d84a-cbd3-41eb-a4ba-1a2d83b963af,16723,First Aid
edfe00c8-5a90-44da-8eea-9bc1b1443e36,6506,Special Ed Supplies
cdafa27f-eb98-478e-b3b8-9f551fc62d44,13587,Sewing
34c342f5-2108-41c6-83f3-fff4bf672a5c,15806,IT Support
e93ba523-128d-4134-85d7-5e973dd0994d,1964,History Tutoring
cf4b1643-221a-443c-8ba4-21e89af76978,14728,Theater Supplies
8f0a6015-50a2-4aa3-bced-936ed65f9bb2,13868,Repairs
2b976e2f-51f2-4dab-a2b5-70d25aeae4c6,4955,Environmental Science
8cdadc7c-7742-4a98-bc24-abc59c75668a,2150,Keyboarding
ae37717d-a0c3-4a48-9975-d7efbc2af932,1813,PE Supplies
9fbef5bf-ee20-45d7-9e33-3fc520bd4a31,6447,Math Intervention
8ee1063e-0c81-4c46-b8e5-91be888af48e,8766,Sheet Music
0ebba327-5bb9-4b8a-8443-370db4d5dbe8,4331,Costumes
3c39a969-986e-4bb7-8aa0-9732820f5fd1,19197,Guitar
45560109-71cf-4599-8f80-a5df531b26d8,1202,Binders
6d4b1b91-6ab1-4a6e-8534-060cccd93be1,18897,Reading Tutoring
f0074dc3-8bc3-4095-9329-50b9a22eb177,1701,Fees
45b76a43-8fb2-4ade-bbe2-8c46021abd7d,12117,Donations
19211ea2-5797-4e53-8f12-78c64a6e5911,1867,Assistive Technology
857c3e67-7414-4a8c-a7cf-22ac08b4872e,13139,Mice
7964c8de-a05e-42ab-b887-7db9286935d0,13609,Life Skills Training
53266962-672e-46fe-bf2a-0c58b48f89e8,19721,Special Education Services
b59069a7-8c48-47b4-bbd4-34521b100c41,6032,Social-Emotional Learning
4a69e79c-b9be-478d-b7ae-0fe8a1584bed,15449,Academic Intervention
5ad34a51-7409-4e40-bdb2-736d559c6aa5,5515,Fire Extinguishers
d70aac2e-2036-42a6-aa22-181723d73ac0,14980,Leadership
142be539-e227-4edd-b033-203f421b7d6a,5143,Marketing
0aba0127-96cf-49ef-935d-bb5f0253a878,15906,Water Fountains
d42d1aa4-6147-4e9d-9dee-c4db5ba7eb55,9056,Seminars
b60525b3-8140-48b7-b656-048301581796,4743,Contracted Services
480bdaba-26a5-46bc-87ac-ba781e465e03,4513,Application Fees
593e4d4b-8059-4fa8-a6e5-6d93c9c4d5ce,10733,Orchestra
028a5263-8cab-4987-9f98-7a1560b87cd4,1980,Sound Equipment
ac3b1f86-1547-4950-bd65-f84075181eda,9726,Chess Club
87ae564f-53d8-4204-b96e-30996bb29c17,3311,History
ece49b2e-7806-4baf-b860-7e32ffc040a8,2297,Numeracy Support
b3b6d7e3-53ac-4089-ab94-a20477f422f2,8201,Graphic Design
c2498b9e-fece-4897-881a-83104567218f,4479,Annual Subscriptions
bf550e1e-4414-4668-ac67-f93b64b6abf5,14573,Assemblies
b849e839-6e9f-4159-9883-730f4389a707,19120,Violin
c4c807a1-521a-4eb2-b8ff-98e9cd499e5c,17755,Plumbing
4b67750c-5a05-473d-b19a-4e233c945660,17441,Philosophy
7692a5eb-af1a-4156-91ee-908c19510a56,5169,Biology Tutoring
a79f68ae-c592-4efe-b821-cc208c58923f,15824,Drums
41806a30-278b-42d7-9a78-3b9a0577a4f7,6811,Headphones
3be3037b-4bbd-426c-89c7-e0fb06fab805,10874,Maintenance Supplies
01341d16-6e2d-47b6-adc4-5742677848ca,15869,Therapy Tables
de67d900-646d-4493-841a-777cc5a90953,13208,Mentoring
a946fad0-0d9a-426f-88c2-bb969815bf9f,17715,College Tuition
940389e6-0418-45b5-906b-0827a191c73a,929,Shipping
d1b849b9-901e-435c-9562-1d59cb31cd24,1255,Statistics
ee8fe8a8-29a0-4fe3-92ce-5d49294349ec,18204,Trophies
ee2a2b40-1137-43a9-bfe6-4c7f26bdfbe1,18913,Psychology
aee2623e-b61b-4c1a-8f7b-51028a4d07a5,17624,Private Tutoring
d4119813-4459-4257-b201-b0332c9252c7,9820,Antivirus Software
9c99bcd6-f47a-4e23-9ec4-07c7d56f37d3,3866,Driver Salaries
a32f076f-5b61-4069-8ba5-3b6cfb757ef0,15007,Math Tutoring
956393ef-6544-4d89-9814-8b92b77c1fda,4789,After-School Tutoring
85b816bc-1715-43cc-adae-fa3d82fd32c9,16144,Transportation
b17467d1-d193-4e96-9e03-73433d57528c,9425,Student Wellness
3cf152dd-aeaf-47ba-a05a-9e3c7deadd17,3252,Office Furniture
b9c9e422-1408-40a3-a106-b0da32d86570,165,USB Drives
624cae19-c552-471c-8e95-02b22a3fbfdc,406,Accessibility Support
6caf1f91-ea9d-4cbb-b3bb-37447b76f650,212,Personnel Costs
f80a4005-4956-47e4-8fa8-7644a6dea8fb,18979,Administrative Supplies
21ce4d69-f512-44b3-85ac-18cb0bd4ac58,15338,Math Support
fc200e93-229c-4e22-be19-8b47f4717314,12962,PE Tutoring
abe70b5c-ed01-4e1d-998e-cfe3ff07e713,7735,Writing Tutoring
e12e0a75-cb23-471d-b6a9-64264f17905d,9133,Masks
48843060-5953-4916-a55d-16e80d870d84,15728,Writing Support
3e3bb2fa-4912-4918-9245-f7cd488f4574,9884,Sanitizer Wipes
6eb65bfb-7851-4bf1-bb08-06c3d205a9aa,9613,Google Workspace
7fe54068-be41-4a3c-a6b1-76a28d9842a0,14570,Enrichment
20290a3c-c276-44fc-98b3-191f82d33b39,633,Elective Tutoring
155fbaa3-4661-4f8b-ab37-1197a032db0a,13421,School Uniforms
356d162f-7a5f-409f-9aa9-40dee9102e7a,9620,Painting
a0958cb6-7b70-4eb1-a737-52f5d7b072e9,9969,Fuel
941681ea-7a0f-4047-a0f3-97940d5415f8,3229,Gas
d7f27649-e1f9-4c66-a44f-975ffca4ef9d,11944,Salaries
10f6d9f4-0634-4d75-9da7-76a3bc21d9cd,17674,Mental Health Services
aff05329-dc95-410d-9313-c559f68d2763,3887,Electrical
1934ec1f-a783-4b46-ab9d-2f73e7be0423,10526,Tablets
64c5aef0-9488-450d-8201-664017b81c70,19979,Biology
29db5281-c3bb-4340-b110-bf37df134bda,9815,Post-Secondary Fees
911b3c8c-c2e0-4e02-81dd-88025c24aad9,18748,Filing Cabinets
440c4599-4f0f-48ec-9aa2-4af6e16e13b4,3390,Woodshop
66f44046-a5d6-4a67-aed2-2ecabd7276cc,18174,Literacy Support
05887d13-e4d9-4120-ab68-986eff22170c,11764,Ed Tech
e1f6031d-0ee0-4317-a8d4-4e84882e076e,10799,Audiobooks
a9939cb7-fed9-4b66-b24d-ffc44841807c,3437,Per Diem
f762c422-4fbe-4b47-a970-60250bc23678,13332,Craft Supplies
1a0bb9bb-46da-45f3-80b2-f79155972422,18709,Subject Tutoring
c586d041-cbcd-4b22-b9fa-5f0b94f7f94d,10187,History Support
0ea75486-ce55-4741-97df-5f96e20d93d1,1351,Teacher Training
10fbad02-8577-4467-8905-6d23ed4448a1,18400,Tables
c7be7c03-d679-4df0-8c98-820469ad5d24,16550,Science Club
a0a7e0f9-789e-4485-a94d-5593205bb92c,893,Geography
95515adc-4540-4d43-ac68-ce0397dede1b,7909,Consumables
da76f09f-abca-4790-bf5b-a3625d2f49ac,12447,iPads
07edffbb-0382-43ab-8fb9-612e3d29bb3f,4671,Conferences
514cb3e5-b194-41b7-b9ed-2cc21db5c8a3,776,Calculus
3a609a16-d6b2-48b6-9e4e-1b2e71724759,6788,Economics
382b757d-a7d5-4cf4-bb27-13dc08c0cf09,697,Suicide Prevention
7368397d-3662-469c-b2f2-f022fe64c479,16334,Health
83090426-d2db-41a0-99dc-e7777c66d6c2,1540,Outdoor Equipment
cd383ff3-1421-4991-a144-676a3d1d12b1,7820,Consultants
