activity_ts,organization_id,user_id_to,activity_type_id,activity_sub_type_id,activity_status_id,amount,total_amount,shipping,fees,tax,discount,vendor_cogs_discount,original_amount,Outcome Amount,Income Amount,Order Count
2025-08-10 01:52:33,464,14475,1,14475,11,120.64,241.30,12.06,6.03,9.65,18.10,24.13,144.78,120.64,120.64,2
2025-05-18 16:42:51,283,14476,1,14476,8,112.28,224.56,11.23,5.62,8.98,16.84,22.46,134.73,112.28,112.28,2
2025-06-26 09:29:00,375,14477,2,14477,5,109.08,218.16,10.91,5.45,8.73,16.36,21.82,130.90,109.08,109.08,2
2025-07-16 19:31:41,452,14478,3,14478,4,97.96,195.91,9.80,4.90,7.84,14.69,19.59,117.55,97.96,97.96,2
2025-02-04 23:05:15,202,14479,2,14479,7,110.77,221.55,11.08,5.54,8.86,16.62,22.16,132.93,110.77,110.77,2
2025-07-06 18:47:28,247,14480,3,14480,10,83.83,167.66,8.38,4.19,6.70,12.57,16.76,100.60,83.83,83.83,2
2025-02-01 00:48:22,227,14481,1,14481,9,99.14,198.28,9.91,4.96,7.93,14.87,19.83,118.97,99.14,99.14,2
2025-09-17 04:42:14,237,14482,2,14482,3,92.99,185.97,9.30,4.65,7.44,13.95,18.60,111.58,92.99,92.99,2
2025-05-31 03:18:50,348,14483,3,14483,2,92.79,185.58,9.28,4.64,7.42,13.92,18.56,111.35,92.79,92.79,2
2024-12-13 09:58:20,353,14484,1,14484,6,120.20,240.41,12.02,6.01,9.62,18.03,24.04,144.25,120.20,120.20,2
2025-10-14 09:43:41,402,14485,1,14485,1,104.64,209.29,10.46,5.23,8.37,15.70,20.93,125.57,104.64,104.64,2
2025-05-30 19:36:29,281,14486,2,14486,2,74.58,149.14,7.46,3.73,5.96,11.19,14.91,89.49,74.58,74.58,1
2025-05-16 08:06:24,15,14487,3,14487,6,108.24,216.49,10.82,5.41,8.66,16.24,21.65,129.89,108.24,108.24,2
2025-08-16 11:54:02,132,14488,2,14488,11,119.52,239.05,11.95,5.98,9.56,17.93,23.91,143.43,119.52,119.52,2
2025-04-07 15:40:43,255,14489,3,14489,12,82.37,164.74,8.24,4.12,6.59,12.36,16.47,98.85,82.37,82.37,2
2025-06-24 01:34:25,87,14490,1,14490,7,109.59,219.18,10.96,5.48,8.77,16.44,21.92,131.51,109.59,109.59,2
2025-03-26 19:26:15,203,14491,2,14491,9,139.66,279.34,13.96,6.99,11.18,20.95,27.94,167.60,139.66,139.66,3
2025-07-28 17:16:18,458,14492,3,14492,8,87.17,174.34,8.72,4.36,6.97,13.08,17.43,104.61,87.17,87.17,2
2024-12-13 09:58:53,204,14493,1,14493,5,93.62,187.24,9.36,4.68,7.49,14.04,18.72,112.35,93.62,93.62,2
2025-04-05 16:56:51,275,14494,2,14494,3,121.07,242.14,12.10,6.06,9.69,18.16,24.22,145.28,121.07,121.07,2
2024-12-28 19:35:12,234,14495,3,14495,10,141.47,282.96,14.14,7.08,11.32,21.22,28.30,169.77,141.47,141.47,3
2025-06-09 22:22:25,395,14496,1,14496,4,113.17,226.33,11.32,5.66,9.05,16.97,22.63,135.80,113.17,113.17,2
2024-11-21 01:01:40,65,14497,2,14497,5,145.27,290.56,14.52,7.27,11.63,21.79,29.06,174.33,145.27,145.27,3
2024-12-14 22:34:57,469,14498,3,14498,10,112.62,225.24,11.26,5.63,9.01,16.89,22.53,135.15,112.62,112.62,2
2024-12-01 21:58:08,411,14499,1,14499,12,156.54,313.10,15.65,7.83,12.53,23.48,31.31,187.85,156.54,156.54,3
2025-04-30 06:36:31,384,14500,3,14500,9,62.33,124.66,6.24,3.11,4.98,9.35,12.46,74.80,62.33,62.33,1
2025-10-27 07:03:15,454,14501,1,14501,1,46.01,92.00,4.61,2.29,3.67,6.90,9.20,55.21,46.01,46.01,1
2025-08-22 14:17:08,89,14502,2,14502,6,127.07,254.15,12.70,6.36,10.17,19.06,25.42,152.49,127.07,127.07,3
2025-10-01 22:51:19,369,14503,2,14503,2,185.33,370.69,18.53,9.28,14.84,27.80,37.08,222.41,185.33,185.33,4
2025-05-18 02:42:59,191,14504,3,14504,8,81.68,163.36,8.17,4.08,6.53,12.25,16.33,98.01,81.68,81.68,2
2024-12-06 05:54:33,172,14505,1,14505,4,41.68,83.35,4.17,2.08,3.33,6.25,8.33,50.01,41.68,41.68,1
2025-02-04 12:11:49,53,14506,3,14506,7,121.24,242.48,12.12,6.06,9.70,18.19,24.25,145.49,121.24,121.24,2
2025-02-09 23:05:14,194,14507,1,14507,11,96.94,193.88,9.69,4.85,7.75,14.54,19.39,116.33,96.94,96.94,2
2024-11-11 03:16:37,136,14508,2,14508,3,68.02,136.03,6.80,3.40,5.44,10.20,13.60,81.62,68.02,68.02,1
2025-01-27 19:22:54,328,14509,1,14509,1,105.16,210.33,10.52,5.26,8.41,15.77,21.03,126.19,105.16,105.16,2
2025-10-21 09:52:58,92,14510,2,14510,2,109.30,218.60,10.93,5.47,8.74,16.40,21.86,131.16,109.30,109.30,2
2025-10-13 22:38:27,40,14511,3,14511,8,35.97,71.93,3.60,1.79,2.87,5.40,7.19,43.16,35.97,35.97,1
2025-10-12 02:32:00,330,14512,1,14512,3,82.93,165.85,8.29,4.14,6.63,12.44,16.58,99.51,82.93,82.93,2
2024-11-29 10:27:29,168,14513,2,14513,11,86.65,173.29,8.67,4.33,6.93,13.00,17.33,103.97,86.65,86.65,2
2025-03-09 17:19:59,207,14514,3,14514,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2025-05-10 19:38:07,474,14515,3,14515,12,90.53,181.06,9.05,4.53,7.24,13.58,18.10,108.63,90.53,90.53,2
2025-05-09 11:26:40,192,14516,1,14516,4,81.90,163.80,8.19,4.09,6.55,12.29,16.38,98.28,81.90,81.90,2
2025-05-17 17:53:33,361,14517,2,14517,6,131.28,262.58,13.13,6.57,10.51,19.69,26.26,157.55,131.28,131.28,3
2025-05-07 02:56:38,34,14518,3,14518,7,53.81,107.61,5.39,2.69,4.30,8.07,10.76,64.57,53.81,53.81,1
2025-07-11 13:56:51,101,14519,1,14519,10,111.04,222.07,11.10,5.55,8.88,16.66,22.21,133.24,111.04,111.04,2
2025-04-08 06:53:44,60,14520,2,14520,9,53.03,106.04,5.31,2.65,4.24,7.95,10.60,63.63,53.03,53.03,1
2025-08-23 01:53:25,83,14521,1,14521,12,150.52,301.06,15.05,7.53,12.05,22.58,30.11,180.63,150.52,150.52,3
2024-12-18 07:03:05,418,14522,2,14522,11,110.30,220.60,11.03,5.52,8.83,16.55,22.06,132.36,110.30,110.30,2
2025-01-10 08:27:31,412,14523,3,14523,6,75.25,150.50,7.53,3.76,6.02,11.29,15.05,90.30,75.25,75.25,2
2025-06-09 12:57:20,146,14524,3,14524,9,104.52,209.05,10.45,5.23,8.36,15.68,20.90,125.43,104.52,104.52,2
2024-11-05 00:02:51,315,14525,1,14525,3,127.63,255.26,12.76,6.38,10.21,19.14,25.53,153.16,127.63,127.63,3
2025-06-22 18:50:08,387,14526,2,14526,10,129.95,259.91,12.99,6.50,10.40,19.49,25.99,155.94,129.95,129.95,3
2024-12-14 10:44:00,67,14527,3,14527,1,115.34,230.68,11.53,5.77,9.23,17.30,23.07,138.41,115.34,115.34,2
2025-02-18 16:29:03,266,14528,1,14528,7,103.24,206.47,10.32,5.16,8.26,15.49,20.65,123.88,103.24,103.24,2
2025-07-14 17:51:51,54,14529,2,14529,2,76.62,153.22,7.66,3.83,6.13,11.49,15.32,91.94,76.62,76.62,2
2025-06-19 09:49:22,323,14530,1,14530,8,49.05,98.08,4.91,2.45,3.92,7.36,9.80,58.85,49.05,49.05,1
2025-03-08 13:53:25,455,14531,2,14531,5,109.10,218.20,10.91,5.46,8.73,16.36,21.82,130.92,109.10,109.10,2
2025-07-18 17:26:24,319,14532,3,14532,4,51.11,102.21,5.12,2.55,4.08,7.67,10.22,61.33,51.11,51.11,1
2025-01-18 00:03:24,423,14533,2,14533,7,139.75,279.51,13.97,6.99,11.18,20.96,27.95,167.71,139.75,139.75,3
2024-12-05 11:29:53,46,14534,3,14534,9,99.39,198.78,9.94,4.97,7.95,14.91,19.88,119.27,99.39,99.39,2
2025-01-21 11:59:03,273,14535,1,14535,5,161.51,323.04,16.15,8.08,12.93,24.23,32.31,193.82,161.51,161.51,3
2024-11-10 01:31:24,287,14536,2,14536,1,55.46,110.91,5.55,2.77,4.43,8.32,11.09,66.55,55.46,55.46,1
2025-02-27 21:35:45,271,14537,3,14537,4,140.10,280.20,14.01,7.01,11.21,21.01,28.02,168.12,140.10,140.10,3
2025-06-16 07:47:49,230,14538,1,14538,6,53.92,107.82,5.40,2.69,4.31,8.09,10.78,64.70,53.92,53.92,1
2025-03-26 08:41:41,32,14539,1,14539,2,97.87,195.73,9.79,4.89,7.83,14.68,19.57,117.44,97.87,97.87,2
2025-10-10 12:13:03,246,14540,2,14540,10,98.59,197.18,9.86,4.93,7.89,14.79,19.72,118.31,98.59,98.59,2
2025-01-20 21:43:15,5,14541,3,14541,12,149.60,299.22,14.96,7.49,11.97,22.44,29.93,179.53,149.60,149.60,3
2025-02-09 23:47:09,368,14542,3,14542,8,143.34,286.69,14.33,7.17,11.47,21.50,28.67,172.01,143.34,143.34,3
2025-08-06 03:52:56,23,14543,1,14543,11,123.03,246.07,12.30,6.15,9.85,18.46,24.61,147.64,123.03,123.03,2
2024-11-24 03:40:17,170,14544,2,14544,3,111.19,222.38,11.12,5.56,8.90,16.68,22.24,133.42,111.19,111.19,2
2024-11-06 06:43:30,426,14545,2,14545,3,103.67,207.34,10.37,5.18,8.29,15.55,20.73,124.40,103.67,103.67,2
2025-03-30 10:27:37,161,14546,3,14546,12,86.33,172.65,8.63,4.31,6.90,12.95,17.26,103.59,86.33,86.33,2
2025-10-22 14:03:57,37,14547,1,14547,2,96.04,192.08,9.60,4.80,7.68,14.41,19.21,115.25,96.04,96.04,2
2024-12-11 12:38:05,267,14548,2,14548,9,116.40,232.80,11.64,5.82,9.31,17.46,23.28,139.68,116.40,116.40,2
2025-01-14 10:36:02,289,14549,3,14549,5,163.59,327.19,16.35,8.19,13.09,24.54,32.73,196.31,163.59,163.59,3
2025-08-20 04:37:16,119,14550,1,14550,6,5.29,10.56,0.54,0.25,0.41,0.79,1.05,6.34,5.29,5.29,0
2025-05-31 03:00:29,403,14551,1,14551,1,124.78,249.58,12.48,6.24,9.99,18.72,24.96,149.74,124.78,124.78,2
2025-01-17 11:42:03,64,14552,2,14552,10,104.81,209.62,10.48,5.24,8.39,15.72,20.96,125.77,104.81,104.81,2
2025-05-26 10:00:52,468,14553,3,14553,8,82.40,164.80,8.24,4.12,6.59,12.36,16.48,98.88,82.40,82.40,2
2025-09-14 20:12:17,121,14554,1,14554,4,16.35,32.68,1.64,0.81,1.30,2.45,3.26,19.61,16.35,16.35,0
2025-06-16 11:34:28,129,14555,2,14555,7,64.28,128.55,6.43,3.21,5.14,9.64,12.85,77.13,64.28,64.28,1
2025-02-21 01:30:30,200,14556,3,14556,11,88.03,176.07,8.80,4.40,7.04,13.21,17.61,105.64,88.03,88.03,2
2024-11-20 10:57:33,366,14557,1,14557,8,134.21,268.44,13.42,6.71,10.74,20.13,26.85,161.06,134.21,134.21,3
2025-03-11 17:35:22,284,14558,2,14558,1,119.49,238.98,11.95,5.98,9.56,17.92,23.90,143.39,119.49,119.49,2
2025-04-18 10:57:36,391,14559,3,14559,6,87.42,174.84,8.74,4.37,6.99,13.11,17.48,104.91,87.42,87.42,2
2024-12-10 22:11:40,385,14560,1,14560,11,133.22,266.45,13.32,6.66,10.66,19.98,26.65,159.87,133.22,133.22,3
2024-12-06 23:47:27,472,14561,2,14561,5,85.02,170.04,8.50,4.25,6.80,12.75,17.00,102.03,85.02,85.02,2
2025-09-16 16:23:38,308,14562,3,14562,7,71.36,142.72,7.14,3.57,5.71,10.70,14.27,85.63,71.36,71.36,1
2025-05-05 14:23:47,224,14563,1,14563,12,109.23,218.46,10.92,5.46,8.74,16.38,21.85,131.08,109.23,109.23,2
2025-01-04 04:31:53,189,14564,2,14564,4,78.02,156.04,7.80,3.90,6.24,11.70,15.60,93.63,78.02,78.02,2
2025-01-21 14:31:51,394,14565,3,14565,10,70.58,141.15,7.06,3.53,5.64,10.59,14.11,84.69,70.58,70.58,1
2025-04-03 17:01:23,392,14566,1,14566,9,65.63,131.25,6.57,3.28,5.25,9.84,13.12,78.75,65.63,65.63,1
2025-09-26 07:36:08,364,14567,2,14567,3,44.10,88.19,4.42,2.20,3.52,6.61,8.81,52.92,44.10,44.10,1
2025-07-29 08:31:48,167,14568,3,14568,2,140.39,280.78,14.03,7.02,11.24,21.06,28.08,168.47,140.39,140.39,3
2024-11-06 00:28:40,16,14569,3,14569,7,53.57,107.14,5.36,2.67,4.28,8.04,10.71,64.28,53.57,53.57,1
2024-12-19 15:35:04,431,14570,1,14570,9,93.16,186.32,9.32,4.66,7.45,13.97,18.63,111.79,93.16,93.16,2
2025-03-01 21:26:21,419,14571,2,14571,5,69.23,138.45,6.93,3.46,5.54,10.38,13.84,83.07,69.23,69.23,1
2024-12-31 06:43:10,201,14572,2,14572,3,94.67,189.34,9.47,4.73,7.57,14.20,18.93,113.61,94.67,94.67,2
2025-07-25 23:48:24,320,14573,3,14573,12,86.27,172.54,8.63,4.31,6.90,12.94,17.25,103.52,86.27,86.27,2
2024-11-02 09:37:09,139,14574,1,14574,10,108.83,217.67,10.88,5.44,8.71,16.32,21.77,130.60,108.83,108.83,2
2025-06-16 06:11:30,125,14575,2,14575,2,52.33,104.64,5.24,2.61,4.18,7.85,10.46,62.78,52.33,52.33,1
2025-03-02 11:23:20,99,14576,3,14576,8,138.31,276.63,13.83,6.92,11.07,20.75,27.67,165.97,138.31,138.31,3
2025-06-17 14:43:30,365,14577,1,14577,6,75.97,151.93,7.60,3.80,6.08,11.40,15.19,91.16,75.97,75.97,2
2025-10-14 13:37:59,221,14578,2,14578,4,84.13,168.25,8.41,4.20,6.73,12.62,16.82,100.95,84.13,84.13,2
2025-04-15 13:19:37,229,14579,3,14579,11,19.36,38.69,1.94,0.96,1.54,2.90,3.86,23.22,19.36,19.36,0
2025-07-30 19:21:35,71,14580,1,14580,1,137.43,274.86,13.74,6.88,11.00,20.61,27.49,164.92,137.43,137.43,3
2025-04-09 00:02:51,438,14581,2,14581,1,22.30,44.57,2.24,1.11,1.78,3.34,4.45,26.75,22.30,22.30,0
2025-10-03 08:55:19,78,14582,3,14582,4,162.04,324.10,16.20,8.11,12.97,24.31,32.42,194.45,162.04,162.04,3
2025-07-27 13:08:35,371,14583,1,14583,3,83.76,167.51,8.38,4.19,6.70,12.56,16.75,100.51,83.76,83.76,2
2025-02-19 16:10:14,97,14584,2,14584,10,104.20,208.40,10.42,5.21,8.34,15.63,20.84,125.04,104.20,104.20,2
2025-05-05 03:06:14,460,14585,3,14585,2,42.06,84.11,4.21,2.10,3.36,6.31,8.41,50.47,42.06,42.06,1
2025-04-02 05:59:42,367,14586,1,14586,11,121.17,242.35,12.12,6.06,9.70,18.18,24.24,145.41,121.17,121.17,2
2025-06-25 13:14:48,274,14587,3,14587,5,101.47,202.94,10.15,5.07,8.12,15.22,20.29,121.76,101.47,101.47,2
2025-05-10 10:35:10,74,14588,1,14588,12,80.64,161.27,8.07,4.03,6.45,12.10,16.13,96.76,80.64,80.64,2
2025-07-03 13:41:10,435,14589,2,14589,8,37.51,75.01,3.76,1.87,2.99,5.63,7.49,45.01,37.51,37.51,1
2025-04-30 07:25:56,225,14590,3,14590,6,101.39,202.79,10.14,5.07,8.11,15.21,20.28,121.67,101.39,101.39,2
2024-12-04 08:50:06,223,14591,1,14591,9,99.59,199.19,9.96,4.98,7.97,14.94,19.92,119.51,99.59,99.59,2
2025-05-28 18:10:57,295,14592,2,14592,7,104.49,208.99,10.45,5.23,8.36,15.67,20.90,125.39,104.49,104.49,2
2025-04-04 18:59:27,450,14593,2,14593,6,66.30,132.60,6.63,3.31,5.30,9.95,13.26,79.56,66.30,66.30,1
2025-03-16 06:25:52,143,14594,3,14594,1,104.02,208.04,10.40,5.20,8.32,15.60,20.80,124.82,104.02,104.02,2
2025-08-14 01:23:05,107,14595,1,14595,12,100.56,201.11,10.06,5.03,8.04,15.08,20.11,120.67,100.56,100.56,2
2025-08-29 11:47:11,12,14596,3,14596,7,92.49,184.98,9.25,4.62,7.40,13.87,18.50,110.99,92.49,92.49,2
2025-07-09 12:34:18,196,14597,1,14597,2,126.58,253.16,12.66,6.33,10.13,18.99,25.32,151.90,126.58,126.58,3
2025-02-19 16:22:07,50,14598,2,14598,4,117.99,235.98,11.80,5.90,9.44,17.70,23.60,141.59,117.99,117.99,2
2025-01-16 08:40:04,104,14599,1,14599,10,111.44,222.88,11.14,5.57,8.92,16.72,22.29,133.73,111.44,111.44,2
2025-01-28 13:46:49,171,14600,2,14600,8,104.03,208.06,10.40,5.20,8.32,15.60,20.81,124.84,104.03,104.03,2
2024-11-15 08:46:48,76,14601,3,14601,9,114.95,229.91,11.49,5.75,9.20,17.24,22.99,137.95,114.95,114.95,2
2025-02-24 20:44:30,210,14602,1,14602,3,108.68,217.37,10.87,5.43,8.70,16.30,21.74,130.42,108.68,108.68,2
2025-08-31 22:57:59,351,14603,2,14603,11,109.84,219.69,10.98,5.49,8.79,16.48,21.97,131.81,109.84,109.84,2
2025-07-10 12:21:23,206,14604,3,14604,5,105.27,210.54,10.53,5.26,8.42,15.79,21.05,126.32,105.27,105.27,2
2025-06-25 13:47:13,26,14605,1,14605,7,85.21,170.42,8.52,4.26,6.82,12.78,17.04,102.26,85.21,85.21,2
2025-02-11 08:00:37,90,14606,2,14606,10,111.68,223.37,11.17,5.59,8.94,16.75,22.34,134.02,111.68,111.68,2
2025-01-20 02:01:25,462,14607,3,14607,9,73.68,147.34,7.37,3.68,5.89,11.05,14.73,88.41,73.68,73.68,1
2025-05-25 10:40:33,347,14608,3,14608,3,65.96,131.91,6.60,3.29,5.27,9.89,13.19,79.15,65.96,65.96,1
2025-10-06 12:30:40,286,14609,1,14609,2,54.18,108.34,5.42,2.70,4.33,8.13,10.83,65.01,54.18,54.18,1
2024-11-21 12:39:33,145,14610,2,14610,6,96.08,192.16,9.61,4.80,7.69,14.41,19.22,115.29,96.08,96.08,2
2025-01-30 06:02:03,324,14611,3,14611,1,112.12,224.24,11.21,5.61,8.97,16.82,22.43,134.54,112.12,112.12,2
2025-08-25 12:32:13,77,14612,1,14612,12,47.27,94.53,4.73,2.36,3.78,7.09,9.45,56.72,47.27,47.27,1
2025-05-01 14:39:56,81,14613,2,14613,11,96.02,192.04,9.60,4.80,7.68,14.40,19.20,115.23,96.02,96.02,2
2025-06-21 02:17:06,448,14614,2,14614,8,97.44,194.88,9.74,4.87,7.79,14.62,19.49,116.93,97.44,97.44,2
2025-02-05 11:53:17,241,14615,3,14615,5,57.73,115.44,5.78,2.88,4.61,8.66,11.54,69.27,57.73,57.73,1
2025-09-14 12:30:18,424,14616,1,14616,4,112.05,224.11,11.20,5.60,8.97,16.81,22.41,134.46,112.05,112.05,2
2025-03-13 03:48:52,226,14617,2,14617,4,82.95,165.89,8.30,4.15,6.63,12.44,16.59,99.54,82.95,82.95,2
2025-04-26 15:58:21,109,14618,3,14618,6,113.80,227.60,11.38,5.69,9.11,17.07,22.76,136.56,113.80,113.80,2
2025-07-22 08:41:28,432,14619,1,14619,2,126.26,252.52,12.62,6.32,10.10,18.94,25.25,151.51,126.26,126.26,3
2025-07-28 05:58:03,413,14620,1,14620,10,116.42,232.84,11.64,5.82,9.32,17.46,23.29,139.70,116.42,116.42,2
2024-11-20 13:12:18,155,14621,2,14621,12,47.66,95.30,4.77,2.38,3.81,7.15,9.53,57.18,47.66,47.66,1
2025-01-21 22:06:32,312,14622,3,14622,8,105.14,210.29,10.51,5.26,8.41,15.77,21.03,126.17,105.14,105.14,2
2025-06-25 13:50:03,415,14623,1,14623,11,55.48,110.95,5.55,2.77,4.43,8.32,11.09,66.57,55.48,55.48,1
2025-06-04 06:23:46,398,14624,2,14624,3,134.33,268.66,13.43,6.72,10.75,20.15,26.87,161.20,134.33,134.33,3
2025-09-21 13:57:19,355,14625,3,14625,7,140.35,280.71,14.03,7.02,11.23,21.05,28.07,168.42,140.35,140.35,3
2025-08-04 04:52:27,110,14626,2,14626,9,151.96,303.93,15.19,7.60,12.16,22.79,30.40,182.35,151.96,151.96,3
2025-10-05 03:49:46,406,14627,3,14627,5,57.83,115.65,5.79,2.89,4.62,8.67,11.56,69.39,57.83,57.83,1
2025-01-05 02:48:17,345,14628,1,14628,1,138.35,276.72,13.83,6.92,11.07,20.75,27.68,166.03,138.35,138.35,3
2024-11-02 10:13:30,362,14629,3,14629,1,33.92,67.83,3.40,1.69,2.71,5.09,6.78,40.70,33.92,33.92,1
2025-07-25 12:09:56,254,14630,1,14630,10,101.15,202.31,10.12,5.06,8.09,15.17,20.23,121.38,101.15,101.15,2
2025-09-29 15:18:01,38,14631,2,14631,8,166.08,332.19,16.60,8.31,13.29,24.91,33.22,199.31,166.08,166.08,3
2024-11-16 23:28:25,334,14632,3,14632,4,115.48,230.97,11.55,5.78,9.24,17.32,23.10,138.58,115.48,115.48,2
2025-06-11 01:38:07,45,14633,1,14633,7,123.57,247.16,12.36,6.18,9.89,18.54,24.72,148.29,123.57,123.57,2
2024-11-24 03:50:26,120,14634,2,14634,11,115.02,230.05,11.50,5.75,9.20,17.25,23.01,138.03,115.02,115.02,2
2025-08-20 17:05:59,96,14635,1,14635,3,59.67,119.33,5.97,2.98,4.77,8.95,11.93,71.60,59.67,59.67,1
2024-12-24 21:23:18,389,14636,2,14636,12,18.15,36.27,1.82,0.90,1.44,2.72,3.62,21.77,18.15,18.15,0
2024-12-13 18:10:20,190,14637,3,14637,2,45.51,91.00,4.56,2.27,3.63,6.83,9.09,54.60,45.51,45.51,1
2025-09-11 15:36:26,373,14638,2,14638,9,102.72,205.44,10.27,5.14,8.22,15.41,20.54,123.27,102.72,102.72,2
2025-03-23 09:17:13,473,14639,3,14639,5,144.89,289.79,14.48,7.25,11.60,21.73,28.98,173.87,144.89,144.89,3
2025-06-17 10:31:00,258,14640,1,14640,6,108.61,217.22,10.86,5.43,8.69,16.29,21.72,130.33,108.61,108.61,2
2025-05-08 05:09:16,292,14641,2,14641,4,98.33,196.67,9.83,4.92,7.87,14.75,19.67,118.00,98.33,98.33,2
2025-01-27 18:35:27,434,14642,3,14642,2,112.55,225.11,11.25,5.63,9.01,16.88,22.51,135.07,112.55,112.55,2
2024-12-15 12:22:35,39,14643,1,14643,7,135.57,271.16,13.55,6.78,10.85,20.34,27.12,162.69,135.57,135.57,3
2025-06-19 06:34:00,25,14644,3,14644,6,107.26,214.53,10.73,5.36,8.58,16.09,21.45,128.72,107.26,107.26,2
2025-04-18 03:34:50,242,14645,1,14645,5,53.21,106.40,5.32,2.66,4.25,7.98,10.64,63.84,53.21,53.21,1
2025-09-08 10:52:57,313,14646,2,14646,10,113.13,226.26,11.31,5.66,9.05,16.97,22.63,135.76,113.13,113.13,2
2025-02-16 22:52:31,142,14647,1,14647,11,102.18,204.37,10.22,5.11,8.17,15.33,20.44,122.62,102.18,102.18,2
2025-10-15 18:04:46,357,14648,2,14648,9,75.26,150.50,7.53,3.76,6.02,11.29,15.05,90.30,75.26,75.26,2
2025-02-13 22:24:21,327,14649,3,14649,1,149.32,298.65,14.93,7.47,11.95,22.40,29.87,179.18,149.32,149.32,3
2024-12-11 05:42:45,103,14650,1,14650,3,93.53,187.07,9.35,4.68,7.48,14.03,18.71,112.24,93.53,93.53,2
2024-11-20 06:43:36,297,14651,2,14651,12,90.00,179.99,9.00,4.50,7.20,13.50,18.00,108.00,90.00,90.00,2
2025-01-21 03:37:27,401,14652,3,14652,8,65.25,130.50,6.53,3.26,5.22,9.79,13.05,78.30,65.25,65.25,1
2025-07-07 15:17:11,272,14653,1,14653,8,103.40,206.79,10.34,5.17,8.27,15.51,20.68,124.08,103.40,103.40,2
2025-07-18 17:54:17,22,14654,2,14654,5,124.08,248.16,12.41,6.21,9.93,18.61,24.82,148.90,124.08,124.08,2
2025-10-04 01:14:24,102,14655,3,14655,6,121.19,242.38,12.12,6.06,9.70,18.18,24.24,145.43,121.19,121.19,2
2025-09-28 20:05:10,302,14656,2,14656,7,41.04,82.06,4.11,2.05,3.28,6.15,8.20,49.24,41.04,41.04,1
2025-09-20 06:59:51,198,14657,3,14657,1,79.72,159.43,7.97,3.98,6.38,11.96,15.94,95.66,79.72,79.72,2
2025-06-13 18:27:58,278,14658,1,14658,12,128.33,256.66,12.83,6.42,10.27,19.25,25.67,154.00,128.33,128.33,3
2025-06-05 07:27:33,285,14659,2,14659,9,102.34,204.68,10.23,5.12,8.19,15.35,20.47,122.81,102.34,102.34,2
2025-06-13 17:05:44,372,14660,3,14660,4,99.91,199.82,9.99,5.00,7.99,14.99,19.98,119.89,99.91,99.91,2
2025-02-27 13:14:33,338,14661,1,14661,11,71.44,142.86,7.15,3.57,5.71,10.72,14.28,85.72,71.44,71.44,1
2024-12-04 04:34:21,156,14662,2,14662,2,93.07,186.14,9.31,4.65,7.44,13.96,18.61,111.68,93.07,93.07,2
2025-04-03 21:12:06,138,14663,3,14663,3,153.90,307.82,15.39,7.70,12.32,23.09,30.79,184.69,153.90,153.90,3
2025-04-19 13:46:30,47,14664,1,14664,10,73.06,146.11,7.31,3.65,5.84,10.96,14.61,87.67,73.06,73.06,1
2025-03-31 22:48:42,62,14665,1,14665,6,104.45,208.90,10.44,5.22,8.36,15.67,20.89,125.34,104.45,104.45,2
2025-01-20 02:35:23,264,14666,2,14666,5,113.58,227.16,11.36,5.68,9.09,17.04,22.72,136.30,113.58,113.58,2
2024-11-22 02:12:45,390,14667,3,14667,10,96.59,193.19,9.66,4.83,7.73,14.49,19.32,115.91,96.59,96.59,2
2025-03-18 11:38:18,236,14668,1,14668,11,68.20,136.39,6.82,3.41,5.45,10.23,13.64,81.84,68.20,68.20,1
2025-03-21 09:32:05,306,14669,2,14669,9,88.12,176.23,8.81,4.40,7.05,13.22,17.62,105.74,88.12,88.12,2
2025-08-10 23:00:24,404,14670,3,14670,1,107.50,215.01,10.75,5.38,8.60,16.13,21.50,129.01,107.50,107.50,2
2024-11-12 11:01:25,214,14671,3,14671,3,91.94,183.88,9.19,4.60,7.35,13.79,18.39,110.33,91.94,91.94,2
2025-03-18 03:56:53,393,14672,1,14672,12,106.45,212.89,10.64,5.32,8.52,15.97,21.29,127.74,106.45,106.45,2
2025-04-07 22:37:21,296,14673,2,14673,8,114.04,228.08,11.40,5.70,9.12,17.11,22.81,136.85,114.04,114.04,2
2025-05-27 02:14:33,186,14674,2,14674,4,105.35,210.71,10.53,5.27,8.43,15.80,21.07,126.42,105.35,105.35,2
2024-12-06 18:51:59,466,14675,3,14675,2,138.83,277.67,13.88,6.95,11.11,20.83,27.77,166.60,138.83,138.83,3
2025-09-20 01:32:48,383,14676,1,14676,7,37.78,75.54,3.78,1.88,3.02,5.67,7.55,45.33,37.78,37.78,1
2025-07-03 09:28:07,363,14677,2,14677,1,86.60,173.20,8.66,4.33,6.93,12.99,17.32,103.92,86.60,86.60,2
2025-08-31 21:20:12,174,14678,3,14678,10,115.78,231.57,11.58,5.79,9.26,17.37,23.16,138.94,115.78,115.78,2
2025-08-21 07:38:40,356,14679,1,14679,7,130.03,260.07,13.00,6.50,10.41,19.50,26.01,156.04,130.03,130.03,3
2025-05-24 05:10:16,321,14680,1,14680,8,118.63,237.27,11.86,5.93,9.49,17.80,23.73,142.36,118.63,118.63,2
2025-10-13 00:06:14,463,14681,2,14681,3,109.93,219.87,10.99,5.50,8.80,16.49,21.99,131.92,109.93,109.93,2
